Date;Open;High;Low;Close;Volume;Adj Close
09.17.2014;9672.98;9695.44;9649.99;9661.50;67216900;9661.50
09.18.2014;9703.10;9798.13;9686.43;9798.13;81235700;9798.13
09.19.2014;9849.43;9891.20;9799.24;9799.26;195350400;9799.26
09.22.2014;9748.53;9812.77;9735.69;9749.54;73981000;9749.54
09.23.2014;9713.40;9719.66;9589.03;9595.03;88196000;9595.03
09.24.2014;9598.77;9669.45;9534.77;9661.97;85850600;9661.97
09.25.2014;9644.36;9718.11;9482.54;9510.01;97697000;9510.01
09.26.2014;9500.55;9545.34;9454.88;9490.55;83499600;9490.55
09.29.2014;9495.58;9504.98;9369.62;9422.91;77424800;9422.91
09.30.2014;9446.81;9495.00;9404.89;9474.30;89859600;9474.30
10.01.2014;9454.04;9520.97;9357.55;9382.03;83526600;9382.03
10.02.2014;9363.28;9412.62;9195.68;9195.68;122375300;9195.68
10.06.2014;9341.05;9343.65;9185.86;9209.51;103676300;9209.51
10.07.2014;9164.77;9170.24;9080.35;9086.21;105001700;9086.21
10.08.2014;9027.90;9064.88;8960.43;8995.33;112047000;8995.33
10.09.2014;9082.66;9140.29;8975.06;9005.02;104101300;9005.02
10.10.2014;8924.58;8958.66;8788.21;8788.81;162566100;8788.81
10.13.2014;8703.85;8872.40;8699.60;8812.43;112875000;8812.43
10.14.2014;8765.36;8854.39;8701.44;8825.21;116078300;8825.21
10.15.2014;8838.68;8847.85;8555.73;8571.95;153532200;8571.95
10.16.2014;8623.28;8662.86;8354.97;8582.90;224468500;8582.90
10.17.2014;8629.16;8850.27;8588.42;8850.27;181971200;8850.27
10.20.2014;8819.26;8834.73;8682.59;8717.76;103016000;8717.76
10.21.2014;8693.06;8889.78;8644.71;8886.96;118317300;8886.96
10.22.2014;8934.54;8957.16;8861.44;8940.14;97874300;8940.14
10.23.2014;8873.54;9068.12;8820.89;9047.31;108376900;9047.31
10.24.2014;9008.60;9044.85;8955.59;8987.80;98966500;8987.80
10.27.2014;9080.80;9085.64;8837.66;8902.61;111764500;8902.61
10.28.2014;8983.06;9077.89;8968.59;9068.19;78580500;9068.19
10.29.2014;9139.00;9157.63;9072.64;9082.81;89708100;9082.81
10.30.2014;9091.13;9146.95;8899.90;9114.84;119733200;9114.84
10.31.2014;9283.40;9339.33;9217.00;9326.87;123211200;9326.87
11.03.2014;9305.73;9343.64;9236.18;9251.70;79777600;9251.70
11.04.2014;9244.09;9317.92;9148.78;9166.47;90365900;9166.47
11.05.2014;9238.07;9329.07;9226.34;9315.48;81034800;9315.48
11.06.2014;9284.97;9467.36;9268.63;9377.41;124002400;9377.41
11.07.2014;9406.16;9414.32;9239.11;9291.83;104437000;9291.83
11.10.2014;9233.87;9351.87;9222.57;9351.87;71162800;9351.87
11.11.2014;9374.36;9400.90;9324.77;9369.03;79810300;9369.03
11.12.2014;9339.68;9359.37;9189.63;9210.96;93733900;9210.96
11.13.2014;9260.53;9311.00;9170.28;9248.51;82312000;9248.51
11.14.2014;9272.36;9284.13;9184.46;9252.94;76730500;9252.94
11.17.2014;9162.27;9331.32;9161.60;9306.35;72034400;9306.35
11.18.2014;9323.75;9461.53;9323.52;9456.53;73982400;9456.53
11.19.2014;9462.05;9521.73;9439.16;9472.80;73153500;9472.80
11.20.2014;9460.40;9487.69;9382.23;9483.97;82097800;9483.97
11.21.2014;9521.24;9736.14;9508.17;9732.55;166634400;9732.55
11.24.2014;9722.31;9832.41;9711.77;9785.54;97612300;9785.54
11.25.2014;9790.03;9921.46;9787.26;9861.21;117773900;9861.21
11.26.2014;9894.60;9942.67;9868.35;9915.56;89124300;9915.56
11.27.2014;9934.78;9992.67;9920.86;9974.87;84700200;9974.87
11.28.2014;9990.70;9990.70;9902.40;9980.85;98906800;9980.85
12.01.2014;9915.74;9979.08;9906.42;9963.51;97092800;9963.51
12.02.2014;9983.79;10038.21;9910.21;9934.08;86630800;9934.08
12.03.2014;9978.89;9993.85;9930.53;9971.79;83605000;9971.79
12.04.2014;9998.85;10083.74;9835.42;9851.35;119705200;9851.35
12.05.2014;9931.96;10093.03;9929.47;10087.12;93445100;10087.12
12.08.2014;10060.91;10084.95;10014.99;10014.99;68931200;10014.99
12.09.2014;9904.58;9951.66;9786.38;9793.71;110063600;9793.71
12.10.2014;9859.78;9909.39;9775.39;9799.73;88531300;9799.73
12.11.2014;9770.66;9907.82;9763.41;9862.53;98963300;9862.53
12.12.2014;9794.20;9799.65;9586.22;9594.73;94544800;9594.73
12.15.2014;9599.82;9678.26;9330.99;9334.01;112718700;9334.01
12.16.2014;9366.56;9567.09;9219.05;9563.89;171052400;9563.89
12.17.2014;9455.74;9589.25;9429.40;9544.43;102078900;9544.43
12.18.2014;9711.61;9811.06;9671.18;9811.06;121015600;9811.06
12.19.2014;9901.26;9901.26;9688.66;9786.96;173452900;9786.96
12.22.2014;9827.26;9924.01;9826.55;9865.76;0;9865.76
12.23.2014;9887.24;9922.11;9848.06;9922.11;0;9922.11
12.29.2014;9914.87;9927.85;9775.45;9927.13;0;9927.13
12.30.2014;9883.10;9886.78;9805.55;9805.55;0;9805.55
